id,name,type,zone_min,zone_max,sun,soils,water,goals,harvest,traits,notes,partner,query,life_cycle,horizon,days_to_maturity_min,days_to_maturity_max,first_output_years_min,first_output_years_max,full_output_years_min,full_output_years_max,productive_lifespan_years_min,productive_lifespan_years_max,mature_height_ft_min,mature_height_ft_max,mature_spread_ft_min,mature_spread_ft_max,spacing_plant_ft_min,spacing_plant_ft_max,spacing_row_ft_min,spacing_row_ft_max,spacing_area_sqft_min,spacing_area_sqft_max,plants_per_100_sqft_min,plants_per_100_sqft_max,planting_depth_in_min,planting_depth_in_max,planting_depth_kind,planting_depth_note,planting_depth_confidence,container_min_gallons,container_suitability,container_note,container_confidence,deer_resistance,deer_resistance_label,deer_resistance_confidence,deer_resistance_note,juglone_tolerance,juglone_tolerance_label,juglone_tolerance_confidence,juglone_tolerance_note,output_kind,output_unit,output_min,output_max,yield_lbs_unit,yield_lbs_min,yield_lbs_max,yield_lbs_confidence,yield_lbs_method,ten_year_yield_lbs_min,ten_year_yield_lbs_max,harvest_window_weeks_min,harvest_window_weeks_max,difficulty_score,reliability_score,maintenance_score,multi_use_score,risk_level,data_confidence,data_method,metric_source_keys,metric_notes,last_reviewed
red-gem-goumi,Red Gem goumi berry,berry shrub,4b,8b,full; partial,loam; sandy,low,fruit; pollinators-wildlife; curb-appeal; privacy-screening,red berries ripen in late spring,nitrogen-fixing shrub; tart cherry-like berries,A useful edible hedge shrub that fruits before most berries are ready.,raintree,Red Gem goumi,woody perennial,Long horizon,,,3,5,6,8,10,20,8,18,8,18,15,20,18,25,270,500,0.2,0.4,0,0,root crown,Set the crown or top of root ball level with the surrounding soil.,medium,10,workable,Use 10+ gal; larger containers stabilize moisture and yield.,medium,frequently-damaged,Frequently damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",sensitive,Juglone-sensitive,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,40,75,lb/plant/year,40,75,low,direct pound yield from crop metric source,221.3,415,2,5,3,4,3,3,moderate,low,berry shrub template,purdue-midwest-fruit; psu-stone-spacing-yield; umn-stone-fruit; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; ncsu-plant-toolbox; psu-juglone-black-walnut,"Quantitative values are broad estimates; verify cultivar-specific nursery and local extension data before buying at scale.; Spacing may be tightened for screens, but dense planting can reduce airflow and increase maintenance.; Pound-return values are estimated ranges; source quality and unit conversions are flagged separately from basic growing data.",2026-05-31
carmine-goumi,Carmine goumi berry,berry shrub,4b,8b,full; partial,loam; sandy; clay,low,fruit; pollinators-wildlife; curb-appeal; privacy-screening,scarlet berries ripen in late spring,early edible berry; fragrant spring flowers,Plant with another goumi selection for heavier crops and better fruit set.,raintree,Carmine goumi berry,woody perennial,Long horizon,,,2,4,4,7,10,25,3,8,3,8,4,8,6,10,24,80,1.3,4.2,0,0,root crown,Set the crown or top of root ball level with the surrounding soil.,medium,10,workable,Use 10+ gal; larger containers stabilize moisture and yield.,medium,unknown,Not rated,low,No deer-resistance category is assigned yet; treat browsing risk as local and variable.,mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,3,12,lb/plant/year,3,12,low,direct pound yield from crop metric source,19.6,78.4,2,5,2,4,3,3,lower,low,berry shrub template,ncsu-plant-toolbox; mobot-plant-finder; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; psu-juglone-black-walnut,"Quantitative values are broad estimates; verify cultivar-specific nursery and local extension data before buying at scale.; Pollination context can change realized yield; use companion or compatible cultivar notes before planting.; Spacing may be tightened for screens, but dense planting can reduce airflow and increase maintenance.; Pound-return values are estimated ranges; source quality and unit conversions are flagged separately from basic growing data.",2026-05-31
jewel-goumi,Jewel goumi berry,berry shrub,4b,8b,full; partial,loam; sandy,low,fruit; curb-appeal; privacy-screening,speckled red berries in late spring,compact edible shrub; fixes nitrogen,A compact goumi for mixed borders where early fruit and low care matter.,amazon,Jewel goumi plant,woody perennial,Long horizon,,,2,4,4,7,10,25,3,8,3,8,4,8,6,10,24,80,1.3,4.2,0,0,root crown,Set the crown or top of root ball level with the surrounding soil.,medium,10,workable,Use 10+ gal; larger containers stabilize moisture and yield.,medium,unknown,Not rated,low,No deer-resistance category is assigned yet; treat browsing risk as local and variable.,mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,3,12,lb/plant/year,3,12,low,direct pound yield from crop metric source,19.6,78.4,2,5,2,4,3,3,lower,low,berry shrub template,ncsu-plant-toolbox; mobot-plant-finder; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; psu-juglone-black-walnut,"Quantitative values are broad estimates; verify cultivar-specific nursery and local extension data before buying at scale.; Spacing may be tightened for screens, but dense planting can reduce airflow and increase maintenance.; Pound-return values are estimated ranges; source quality and unit conversions are flagged separately from basic growing data.",2026-05-31
hinnomaki-red-gooseberry,Hinnomaki Red gooseberry,berry shrub,3a,8a,full; partial,loam; clay,medium,fruit; privacy-screening,red berries ripen in early summer,sweet-tart dessert gooseberry; cold-hardy shrub,Excellent in cooler climates where summer heat does not cook the fruit.,starkbros,Hinnomaki Red gooseberry,woody perennial,Long horizon,,,2,4,4,7,10,25,3,8,3,8,4,8,6,10,24,80,1.3,4.2,0,0,root crown,Set the crown or top of root ball level with the surrounding soil.,medium,10,workable,Use 10+ gal; larger containers stabilize moisture and yield.,medium,unknown,Not rated,low,No deer-resistance category is assigned yet; treat browsing risk as local and variable.,mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,3,12,lb/plant/year,3,12,low,direct pound yield from crop metric source,19.6,78.4,2,5,2,4,3,2,lower,low,berry shrub template,ncsu-plant-toolbox; mobot-plant-finder; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; psu-juglone-black-walnut,"Quantitative values are broad estimates; verify cultivar-specific nursery and local extension data before buying at scale.; Spacing may be tightened for screens, but dense planting can reduce airflow and increase maintenance.; Pound-return values are estimated ranges; source quality and unit conversions are flagged separately from basic growing data.",2026-05-31
pixwell-gooseberry,Pixwell gooseberry,berry shrub,3a,8a,full; partial,loam; clay,medium,fruit; privacy-screening,green-pink berries in early summer,nearly thornless habit; reliable pie berry,A practical gooseberry for colder edible hedges and preserves.,starkbros,Pixwell gooseberry plant,woody perennial,Long horizon,,,2,4,4,7,10,25,3,8,3,8,4,8,6,10,24,80,1.3,4.2,0,0,root crown,Set the crown or top of root ball level with the surrounding soil.,medium,10,workable,Use 10+ gal; larger containers stabilize moisture and yield.,medium,unknown,Not rated,low,No deer-resistance category is assigned yet; treat browsing risk as local and variable.,mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,3,12,lb/plant/year,3,12,low,direct pound yield from crop metric source,19.6,78.4,2,5,2,4,3,2,lower,low,berry shrub template,ncsu-plant-toolbox; mobot-plant-finder; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; psu-juglone-black-walnut,"Quantitative values are broad estimates; verify cultivar-specific nursery and local extension data before buying at scale.; Spacing may be tightened for screens, but dense planting can reduce airflow and increase maintenance.; Pound-return values are estimated ranges; source quality and unit conversions are flagged separately from basic growing data.",2026-05-31
rovada-red-currant,Rovada red currant,berry shrub,3a,7b,partial; full,loam; clay,medium,fruit; curb-appeal; privacy-screening,long red clusters in midsummer,classic European currant; excellent jelly fruit,Best in cool-summer gardens with afternoon shade in warmer zones.,raintree,Rovada red currant,woody perennial,Long horizon,,,2,4,4,7,10,25,3,8,3,8,4,8,6,10,24,80,1.3,4.2,0,0,root crown,Set the crown or top of root ball level with the surrounding soil.,medium,10,workable,Use 10+ gal; larger containers stabilize moisture and yield.,medium,unknown,Not rated,low,No deer-resistance category is assigned yet; treat browsing risk as local and variable.,mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,3,12,lb/plant/year,3,12,low,direct pound yield from crop metric source,19.6,78.4,2,5,2,4,3,3,lower,low,berry shrub template,ncsu-plant-toolbox; mobot-plant-finder; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; psu-juglone-black-walnut,"Quantitative values are broad estimates; verify cultivar-specific nursery and local extension data before buying at scale.; Spacing may be tightened for screens, but dense planting can reduce airflow and increase maintenance.; Pound-return values are estimated ranges; source quality and unit conversions are flagged separately from basic growing data.",2026-05-31
ben-sarek-black-currant,Ben Sarek black currant,berry shrub,3a,7b,partial; full,loam; clay,medium,fruit; privacy-screening,black berries in midsummer,compact black currant; rich aromatic fruit,"A strong pick for northern gardens and syrups, jams, or cassis-style uses.",raintree,Ben Sarek black currant,woody perennial,Long horizon,,,2,4,4,7,10,25,3,8,3,8,4,8,6,10,24,80,1.3,4.2,0,0,root crown,Set the crown or top of root ball level with the surrounding soil.,medium,10,workable,Use 10+ gal; larger containers stabilize moisture and yield.,medium,unknown,Not rated,low,No deer-resistance category is assigned yet; treat browsing risk as local and variable.,mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,3,12,lb/plant/year,3,12,low,direct pound yield from crop metric source,19.6,78.4,2,5,2,4,3,2,lower,low,berry shrub template,ncsu-plant-toolbox; mobot-plant-finder; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; psu-juglone-black-walnut,"Quantitative values are broad estimates; verify cultivar-specific nursery and local extension data before buying at scale.; Spacing may be tightened for screens, but dense planting can reduce airflow and increase maintenance.; Pound-return values are estimated ranges; source quality and unit conversions are flagged separately from basic growing data.",2026-05-31
pink-champagne-currant,Pink Champagne currant,berry shrub,3a,7b,partial; full,loam,medium,fruit; curb-appeal; privacy-screening,translucent pink clusters in midsummer,milder dessert currant; beautiful fruit clusters,"A prettier, sweeter currant for fresh eating in cool climates.",raintree,Pink Champagne currant,woody perennial,Long horizon,,,2,4,4,7,10,25,3,8,3,8,4,8,6,10,24,80,1.3,4.2,0,0,root crown,Set the crown or top of root ball level with the surrounding soil.,medium,10,workable,Use 10+ gal; larger containers stabilize moisture and yield.,medium,unknown,Not rated,low,No deer-resistance category is assigned yet; treat browsing risk as local and variable.,mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,3,12,lb/plant/year,3,12,low,direct pound yield from crop metric source,19.6,78.4,2,5,2,4,3,3,lower,low,berry shrub template,ncsu-plant-toolbox; mobot-plant-finder; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; psu-juglone-black-walnut,"Quantitative values are broad estimates; verify cultivar-specific nursery and local extension data before buying at scale.; Spacing may be tightened for screens, but dense planting can reduce airflow and increase maintenance.; Pound-return values are estimated ranges; source quality and unit conversions are flagged separately from basic growing data.",2026-05-31
boreal-beast-honeyberry,Boreal Beast honeyberry,berry shrub,2a,7b,full; partial,loam; clay,medium,fruit; pollinators-wildlife; privacy-screening,blue berries in late spring,very cold-hardy haskap; early fruit,Pair with another compatible honeyberry for strong fruit set.,starkbros,Boreal Beast honeyberry,woody perennial,Long horizon,,,2,4,4,7,10,25,3,8,3,8,4,8,6,10,24,80,1.3,4.2,0,0,root crown,Set the crown or top of root ball level with the surrounding soil.,medium,10,workable,Use 10+ gal; larger containers stabilize moisture and yield.,medium,unknown,Not rated,low,No deer-resistance category is assigned yet; treat browsing risk as local and variable.,mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,3,12,lb/plant/year,3,12,low,direct pound yield from crop metric source,19.6,78.4,2,5,2,4,3,3,lower,low,berry shrub template,ncsu-plant-toolbox; mobot-plant-finder; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; psu-juglone-black-walnut,"Quantitative values are broad estimates; verify cultivar-specific nursery and local extension data before buying at scale.; Pollination context can change realized yield; use companion or compatible cultivar notes before planting.; Spacing may be tightened for screens, but dense planting can reduce airflow and increase maintenance.; Pound-return values are estimated ranges; source quality and unit conversions are flagged separately from basic growing data.",2026-05-31
boreal-blizzard-honeyberry,Boreal Blizzard honeyberry,berry shrub,2a,7b,full; partial,loam; clay,medium,fruit; privacy-screening,large blue berries in late spring,large haskap berries; cold-climate crop,One of the better honeyberries for larger fruit and fresh eating.,starkbros,Boreal Blizzard honeyberry,woody perennial,Long horizon,,,2,4,4,7,10,25,3,8,3,8,4,8,6,10,24,80,1.3,4.2,0,0,root crown,Set the crown or top of root ball level with the surrounding soil.,medium,10,workable,Use 10+ gal; larger containers stabilize moisture and yield.,medium,unknown,Not rated,low,No deer-resistance category is assigned yet; treat browsing risk as local and variable.,mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",edible,lb/plant/year,3,12,lb/plant/year,3,12,low,direct pound yield from crop metric source,19.6,78.4,2,5,2,4,3,2,lower,low,berry shrub template,ncsu-plant-toolbox; mobot-plant-finder; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; psu-juglone-black-walnut,"Quantitative values are broad estimates; verify cultivar-specific nursery and local extension data before buying at scale.; Spacing may be tightened for screens, but dense planting can reduce airflow and increase maintenance.; Pound-return values are estimated ranges; source quality and unit conversions are flagged separately from basic growing data.",2026-05-31
